I1,I2,I3,I4,I5,I6,O1,O2,O3,O4,O5,O6
0.6706358,0.6575819,0.7579031,0.06270835,0.2494151,0.4595396,0.8507746,0.690117,0.4332871,0.7517796,0.8395652,0.313324
0.5267833,0.8611102,0.3616936,0.9445201,0.7513293,0.006068294,0.2322487,0.257102,0.3568093,0.5351586,0.8412967,0.4999253
0.5926509,0.9056926,0.449657,0.9221038,0.6974003,0.03926727,0.5894433,0.110112,0.5916279,0.4537866,0.6284679,0.3483143
0.3831174,0.7767019,0.7084641,0.1303098,0.06676927,0.1653272,0.6742516,0.3961126,0.3193328,0.5434805,0.6729165,0.3909074
0.5927441,0.9353325,0.5093134,0.09930389,0.6217977,0.1598912,0.931533,0.3842122,0.6338946,0.666573,0.1698059,0.4077578
0.260352,0.8172903,0.4356957,0.09015124,0.2373347,0.7467412,0.4798351,0.5085242,0.4763221,0.3526442,0.06545138,0.4052875
0.5424604,0.8511142,0.3564903,0.08361834,0.1337536,0.8846181,0.2286988,0.2540982,0.355437,0.2889999,0.208456,0.4350599
0.3444934,0.6722108,0.3111401,0.1065429,0.3963102,0.7653989,0.3553692,0.4914758,0.2230443,0.4764197,0.7650744,0.3166335
0.4888168,0.6167203,0.3942432,0.9770839,0.9350768,0.4726263,0.2559408,0.2435387,0.05514461,0.2309165,0.7130166,0.6416733
0.5604448,0.5175813,0.3810032,0.004855506,0.8605399,0.5070598,0.1773175,0.8204504,0.1127723,0.5093969,0.6629313,0.4018179
0.6039106,0.8515134,0.5442896,0.2023691,0.9011034,0.7712001,0.4579613,0.007302885,0.479225,0.4536891,0.9655273,0.5974721
0.506112,0.6094741,0.5833996,0.04625441,0.04393474,0.3983949,0.7995312,0.2231298,0.01946809,0.7278321,0.7946654,0.4143322
0.3809476,0.6503619,0.5232282,0.9164466,0.4793485,0.7857465,0.5428237,0.1612701,0.02771492,0.5310515,0.7983022,0.6894314
0.4109398,0.8512917,0.5408198,0.2278833,0.5174554,0.1439841,0.0821257,0.04159774,0.5874975,0.2246176,0.9978668,0.6389788
0.6948454,0.8354018,0.723067,0.9232159,0.7541869,0.725363,0.8776886,0.6734637,0.665641,0.4032864,0.1941956,0.2758002
0.2264343,0.6555112,0.211721,0.9707409,0.9281287,0.2473139,0.3657354,0.923521,0.6425973,0.6906751,0.3769742,0.3533379
0.5001789,0.8977625,0.5051919,0.9062797,0.8717101,0.03626124,0.699219,0.1264744,0.430104,0.4945817,0.8546211,0.3446201
0.577439,0.6167489,0.4110053,0.9846054,0.4999107,0.6362607,0.111658,0.3918108,0.08475763,0.5591666,0.1629564,0.5145683
0.5287457,0.9278598,0.4882861,0.932873,0.5252061,0.00508905,0.6237028,0.1698416,0.5730384,0.6243035,0.3929739,0.5959063
0.4494225,0.5680059,0.5486446,0.8324046,0.5469612,0.328124,0.6200784,0.7780012,0.05105777,0.203891,0.6798519,0.5857875
0.4671977,0.8433435,0.553406,0.9088585,0.9587702,0.1265244,0.7217249,0.1108673,0.3153806,0.5718374,0.9753581,0.3741352
0.4746036,0.7022698,0.2175425,0.9538915,0.2394806,0.6724715,0.2699097,0.5328662,0.3383202,0.360444,0.4124095,0.3525635
0.3010941,0.7175521,0.4522297,0.9672293,0.4934732,0.5341831,0.4666992,0.3682499,0.280156,0.482114,0.2000359,0.7407416
0.5936197,0.8137451,0.683367,0.05149956,0.9800351,0.825758,0.3063695,0.1142608,0.7929837,0.3541517,0.2689024,0.6905959
0.2031612,0.6457117,0.279205,0.0853092,0.165435,0.3097005,0.3844923,0.9496874,0.6758662,0.6195639,0.05973601,0.3226372
0.5459805,0.6134442,0.5403311,0.9074644,0.006133461,0.1789548,0.9121804,0.6200437,0.01280347,0.7703031,0.9282339,0.5619356
0.5069475,0.8964671,0.4886675,0.8781016,0.9408248,0.127736,0.4223659,0.1072303,0.4919418,0.4431915,0.2757746,0.5894845
0.7130611,0.5698068,0.168955,0.02054033,0.1706361,0.7521161,0.157926,0.9984267,0.5991176,0.4858906,0.6601147,0.2703423
0.3450807,0.5628557,0.4090176,0.1818443,0.6348863,0.67667,0.3884573,0.7268931,0.1807472,0.6122445,0.1071192,0.591478
0.4419279,0.6065443,0.5699477,0.02989561,0.9468541,0.7198993,0.5942191,0.4902394,0.03694239,0.5855849,0.1101716,0.5127643
0.1377074,0.6203892,0.5178114,0.8534502,0.8316773,0.4576641,0.5060886,0.8078884,0.4838015,0.5895222,0.4581088,0.5283328
0.21589,0.6726482,0.4648909,0.1236688,0.3781973,0.6168121,0.4801086,0.5641836,0.3196809,0.4705023,0.516328,0.3511017
0.5535996,0.9068719,0.3361176,0.0686828,0.7380891,0.00685874,0.1869718,0.4161298,0.5179647,0.4549301,0.8221564,0.5437708
0.5968383,0.8029821,0.4339509,0.09326249,0.8108749,0.586753,0.1256873,0.1869143,0.332492,0.7305636,0.9682747,0.6568347
0.5775335,0.6267352,0.4227375,0.8892102,0.2427274,0.6001127,0.1237609,0.09257194,0.02599946,0.5730214,0.49185,0.6117412
0.5056461,0.8527936,0.5390828,0.1451903,0.01880973,0.984714,0.7419881,0.02624022,0.343491,0.289127,0.5818848,0.5607148
0.4655581,0.9578261,0.5317605,0.9473898,0.7680237,0.01585368,0.6083236,0.4072385,0.7082452,0.4819956,0.6429672,0.3455857
0.4156749,0.8489141,0.4124768,0.1628603,0.149496,0.7302633,0.4164809,0.2414834,0.3910109,0.3553606,0.04093124,0.4167366
0.7563213,0.7102623,0.7935888,0.1951035,0.2305276,0.07360168,0.8608074,0.8872043,0.6692067,0.4288822,0.6080942,0.4505544
0.4824093,0.4704066,0.706965,0.9724808,0.6384335,0.6643862,0.75278,0.9659386,0.254588,0.56873,0.8668669,0.2539848
0.6020204,0.763379,0.2714884,0.1672702,0.427434,0.9907684,0.1825255,0.4322332,0.3129466,0.4960732,0.7366666,0.3759535
0.5239391,0.5611972,0.5608188,0.1121992,0.01107624,0.4961016,0.7990921,0.7829984,0.02115964,0.4315595,0.556836,0.6957963
0.816424,0.7976007,0.4523167,0.06870756,0.8943325,0.6550608,0.03175674,0.703661,0.6501467,0.4464167,0.1826731,0.3382351
0.7642745,0.7654856,0.5989751,0.8813472,0.3915422,0.2522257,0.9495491,0.5025165,0.3905723,0.3137666,0.3901354,0.716949
0.4862293,0.8393638,0.230329,0.06101578,0.01515862,0.2683159,0.2385494,0.700036,0.7020927,0.3489298,0.9966987,0.6450928
0.4186448,0.8101335,0.5767202,0.9059277,0.5370415,0.05877429,0.591019,0.1611861,0.2547652,0.4371923,0.9675572,0.73408
0.5961738,0.7520391,0.5736172,0.01009396,0.3272739,0.2033164,0.91826,0.06754141,0.1724558,0.3035493,0.3267834,0.6511772
0.7289285,0.8931059,0.4435459,0.04969582,0.4204504,0.07837608,0.04141538,0.7609948,0.8646603,0.7357169,0.559953,0.7389329
0.4182966,0.6677915,0.7161766,0.007293428,0.6947756,0.8363457,0.6927891,0.5100327,0.1972042,0.5012387,0.9383852,0.2535943
0.2851543,0.5755699,0.3013736,0.04594522,0.5370186,0.5384358,0.3748736,0.765209,0.3724954,0.5461156,0.2567505,0.6435121
0.3248261,0.4628487,0.5789729,0.9800313,0.1230218,0.5570249,0.5676689,0.9430264,0.2708548,0.4948449,0.4501293,0.4748868
0.5740749,0.8032359,0.5086786,0.1983072,0.2558496,0.9106634,0.9168772,0.02794958,0.2569876,0.3559697,0.8073059,0.5182523
0.5211305,0.6538597,0.3656657,0.1643193,0.7707919,0.2236285,0.2043039,0.2293981,0.05488233,0.4382612,0.8076705,0.4490573
0.6743313,0.675656,0.6765959,0.02626143,0.3079228,0.1252221,0.3782339,0.005776597,0.9062841,0.2239646,0.7641714,0.4536958
0.5263278,0.8921371,0.5137396,0.7882723,0.2338029,0.4585562,0.5698825,0.4841278,0.889517,0.7252907,0.06555011,0.6430941
0.4360589,0.7193986,0.4102903,0.8753552,0.03905208,0.2598127,0.299336,0.1016239,0.144559,0.3462423,0.941875,0.6735328
0.4194189,0.8397952,0.5905411,0.05035466,0.8958698,0.03576589,0.643917,0.1723236,0.2975813,0.5254647,0.7812365,0.3639645
0.2940857,0.7309996,0.3116283,0.006942917,0.660345,0.2044631,0.4004322,0.5781437,0.3823594,0.6220453,0.9612312,0.4024274
0.4999568,0.9380141,0.5375373,0.8536047,0.5742443,0.8876266,0.8804327,0.3369805,0.6902912,0.6853439,0.8067339,0.4161871
0.5102287,0.8916619,0.5521771,0.1812017,0.4174968,0.2107926,0.6747792,0.2008503,0.475865,0.3695709,0.954998,0.6108595
0.4693461,0.6437426,0.4070061,0.8803458,0.1061352,0.6959174,0.3532868,0.1886802,0.04783705,0.6811954,0.9419583,0.6283455
0.6313856,0.7127355,0.302406,0.07905077,0.01337325,0.8354026,0.676026,0.02081818,0.8528186,0.3075506,0.8617529,0.6689502
0.4821314,0.8915523,0.4388373,0.07968375,0.6744258,0.2855932,0.380311,0.2313049,0.5094221,0.3733751,0.02679657,0.5022225
0.3711727,0.5778524,0.5174745,0.08174311,0.02003428,0.4649338,0.5422782,0.5463497,0.06226486,0.3119636,0.3338076,0.6648252
0.4343124,0.6094288,0.5310674,0.9346195,0.6233826,0.1067951,0.5651833,0.7430477,0.03339621,0.2067059,0.9814726,0.5434977
0.3789874,0.7348694,0.2134959,0.9098651,0.4307382,0.703634,0.3036613,0.5941811,0.4295292,0.640133,0.3221644,0.5742809
0.1315547,0.6131471,0.4190097,0.1429714,0.2034674,0.4951451,0.4660038,0.8630663,0.5386257,0.4865201,0.4361014,0.3898626
0.3248356,0.5460609,0.6556644,0.187676,0.7386112,0.4484273,0.6073934,0.8125369,0.3159191,0.5353971,0.07249918,0.6449825
0.708597,0.7790648,0.5539688,0.8261572,0.9027054,0.8657674,0.4513133,0.1665265,0.8953984,0.348778,0.4011138,0.5397187
0.1955152,0.6584049,0.757429,0.7944957,0.9461011,0.4498255,0.6088692,0.9412348,0.6825354,0.5735137,0.4115456,0.5539134
0.6207632,0.9098835,0.4968037,0.8591583,0.6056607,0.2989867,0.9645966,0.3870639,0.6127315,0.6042019,0.06054303,0.5361037
0.5562592,0.8852079,0.3609551,0.9145211,3.75E-05,0.9140593,0.7016099,0.1871507,0.7526238,0.6686275,0.3926646,0.255589
0.5835304,0.4985445,0.4913906,0.9455046,0.5844188,0.6204782,0.01944134,0.9803329,0.1252978,0.2459393,0.4698289,0.6701571
0.4783347,0.5519811,0.5512947,0.8134583,0.09610424,0.7878498,0.6657127,0.9678938,0.07182091,0.2373442,0.6716467,0.6282004
0.5656684,0.8986518,0.531449,0.8472695,0.1053461,0.7937831,0.3557082,0.1837429,0.6459279,0.373386,0.08506826,0.6607812
0.2393022,0.6772999,0.2577598,0.9109324,0.3030182,0.708674,0.3901428,0.7497993,0.4908333,0.6398473,0.6926555,0.6040965
0.598096,0.9262782,0.4906748,0.05814385,0.5602782,0.2439768,0.9917083,0.3905088,0.6733786,0.2441359,0.8723133,0.7116909
0.6620321,0.6963654,0.4304499,0.8208839,0.1929128,0.6510222,0.05630387,0.2548616,0.1588945,0.4167292,0.6038074,0.715377
0.8204015,0.7163543,0.4318035,0.9288248,0.1177571,0.637437,0.03085637,0.6418189,0.4619098,0.5348687,0.3717208,0.669779
0.6175331,0.5288315,0.4677418,0.04581875,0.1937699,0.1988898,0.07411355,0.9207058,0.1591797,0.7234418,0.9160792,0.5117983
0.4975605,0.8746706,0.5071788,0.02620267,0.8992282,0.9898603,0.6624222,0.03217789,0.3697082,0.4892523,0.6319038,0.3765146
0.4467057,0.7664332,0.6565735,0.1722197,0.5431051,0.505886,0.6800721,0.2259143,0.269382,0.5800887,0.2631388,0.2938169
0.2597216,0.5583655,0.2256894,0.1911663,0.2314942,0.5933157,0.3627157,0.9092345,0.4825456,0.4760065,0.645749,0.3726782
0.5889774,0.5764907,0.3551086,0.02511211,0.5955985,0.5672985,0.1613017,0.6010993,0.159445,0.5053186,0.3157633,0.5313977
0.6368152,0.6378431,0.3846129,0.07788993,0.6531598,0.4297288,0.1214255,0.3812089,0.1412205,0.679253,0.6018735,0.3164806
0.4947474,0.8235683,0.6482195,0.9816891,0.940711,0.7135295,0.7093509,0.2640004,0.361881,0.6249955,0.06735782,0.6433407
0.6460695,0.9015462,0.4513482,0.9959162,0.06622043,0.7576861,0.04693937,0.3551215,0.5415577,0.2162356,0.7305509,0.4890012
0.2739426,0.5126632,0.6619968,0.01519396,0.2696689,0.3249701,0.5835022,0.8833553,0.3387572,0.6814019,0.2094968,0.2609745
0.5603334,0.9183224,0.3814744,0.1903182,0.007997228,0.7175131,0.2107616,0.4566603,0.6812564,0.395873,0.08207948,0.3736166
0.5877323,0.6099353,0.4244011,0.9372872,0.296756,0.6096373,0.08829472,0.2916297,0.03095999,0.3683861,0.6660756,0.2545798
0.1289107,0.6152846,0.4805234,0.01491257,0.5805131,0.8443341,0.4855762,0.9009441,0.522698,0.4566767,0.8733812,0.2944366
0.3769925,0.8461874,0.4976699,0.782899,0.9816616,0.3274077,0.4756126,0.1912214,0.3763084,0.5698053,0.2634439,0.5626202
0.73522,0.6609718,0.4338601,0.7972374,0.329687,0.5000586,0.5382313,0.05910287,0.9366924,0.5872281,0.5907655,0.2980959
0.5691528,0.8923144,0.4704604,0.8793561,0.6738297,0.1718293,0.528422,0.1052848,0.5205869,0.5510812,0.8939521,0.3230756
0.5865092,0.4947444,0.6273396,0.8867872,0.5097447,0.6111034,0.8538265,0.8956774,0.2121652,0.7580839,0.6843225,0.6895458
0.4410616,0.6168769,0.8569032,0.07518715,0.381034,0.2978717,0.7126274,0.8409553,0.4988709,0.6610561,0.2476222,0.2950877
0.4626801,0.942283,0.484113,0.9725971,0.3206149,0.9459403,0.454531,0.2563612,0.571915,0.3538062,0.4595085,0.3044919
0.6242155,0.8583408,0.5424814,0.1040463,0.06471785,0.001849499,0.4682175,0.3186242,0.9264481,0.2784044,0.7188857,0.2542446
0.4046112,0.5424159,0.7035521,0.9703847,0.02514362,0.3588946,0.6950698,0.7526388,0.2132662,0.5898738,0.7518644,0.5160266
0.5665485,0.9394189,0.5156082,0.06620672,0.1116381,0.8213812,0.8952986,0.4026455,0.7143067,0.6164114,0.1796713,0.2764006
0.3554969,0.5938439,0.2611937,0.1507198,0.1925145,0.3096846,0.3198353,0.7683218,0.36411,0.6022594,0.02635333,0.716203
0.3577912,0.7094909,0.205132,0.850855,0.6436595,0.4460096,0.3209205,0.640028,0.4482615,0.5108739,0.4056897,0.5953692
0.6931095,0.7891996,0.4111938,0.08489762,0.7189996,0.3163372,0.5511288,0.06493247,0.7345508,0.5755879,0.885951,0.65764
0.4302649,0.919488,0.464641,0.9310098,0.3809414,0.0172183,0.3960469,0.2496089,0.4803519,0.4440734,0.7520208,0.2775111
0.2998936,0.697924,0.387203,0.1069343,0.2760069,0.5714768,0.4179796,0.4091643,0.2590988,0.5044333,0.4114444,0.3306004
0.6159859,0.6856414,0.5761324,0.9887837,0.5218307,0.1372663,0.8867095,0.2421186,0.08346269,0.4453502,0.973187,0.5492858
0.6999731,0.8525988,0.6514879,0.938946,0.8825577,0.6619953,0.9033291,0.5416067,0.595161,0.7675111,0.8316891,0.49031
0.5299257,0.7253692,0.7128286,0.8827734,0.724246,0.8547022,0.7677063,0.3673594,0.2169224,0.4796042,0.7960811,0.6983917
0.7428419,0.8804332,0.5381459,0.9449232,0.06941715,0.9262987,0.9640231,0.5514751,0.5703748,0.4378784,0.7903568,0.3223008
0.4182957,0.8918138,0.3893205,0.03824783,0.2826754,0.8595557,0.3722369,0.2773131,0.4424795,0.6220226,0.6716408,0.6353867
0.5264245,0.8322974,0.6444516,0.07519832,0.03523232,0.9200211,0.7590866,0.2273887,0.3078811,0.437655,0.8140858,0.4155885
0.5931731,0.6404126,0.1233432,0.8965496,0.1661328,0.6440718,0.2198506,0.9285176,0.6515411,0.4049378,0.2652678,0.289486
0.4373745,0.9244868,0.4771915,0.02600286,0.4985796,0.8091823,0.4077201,0.2704734,0.5749421,0.559556,0.2451149,0.7457491
0.429343,0.8767359,0.4252541,0.09940602,0.9358882,0.2574396,0.3429752,0.2123007,0.4450823,0.5660676,0.2208912,0.4137166
0.2393583,0.8698972,0.44769,0.0428261,0.04972148,0.2314636,0.4569629,0.5966544,0.6403591,0.5915915,0.2781815,0.4214571
0.4736278,0.9340054,0.5070282,0.9742225,0.4212459,0.8507103,0.7404084,0.2642181,0.599241,0.605209,0.7994185,0.5062546
0.6058117,0.9109755,0.6833367,0.02001103,0.2065431,0.18343,0.8506981,0.567047,0.69247,0.3834737,0.2646677,0.5406293
0.6240749,0.7132707,0.8403589,0.922036,0.5708491,0.1776676,0.7920374,0.9008567,0.6856568,0.3876879,0.9305386,0.6712821
0.6634274,0.8768073,0.4989531,0.9912305,0.4631678,0.1299277,0.5089643,0.1487009,0.7241762,0.4196397,0.5950775,0.3018986
0.7030078,0.4894021,0.5562165,0.07084242,0.6363363,0.5263498,0.9658377,0.8755482,0.2365695,0.5632307,0.6724181,0.3676929
0.4940381,0.9041039,0.6697173,0.1361999,0.3490319,0.9814033,0.7296326,0.4707582,0.5670732,0.4532401,0.9705598,0.5762728
0.3746648,0.9270524,0.5879468,0.124437,0.8992721,0.1660632,0.6255018,0.4650861,0.6585485,0.378031,0.2155811,0.4739183
0.7036963,0.6774615,0.3717128,0.9946243,0.06021031,0.7939818,0.0937141,0.4878717,0.2176371,0.5203624,0.8257255,0.7355684
0.5635636,0.5161818,0.2843872,0.9987398,0.2140682,0.5297326,0.2042868,0.7974653,0.240133,0.4977047,0.5435711,0.7469681
0.5664108,0.9192597,0.657352,0.1507792,0.7252778,0.8757017,0.8418471,0.4939296,0.6465095,0.335723,0.1727302,0.3935695
0.5108499,0.5789435,0.592043,0.9194252,0.68397,0.4600761,0.7824499,0.5343732,0.03800528,0.7423896,0.6243823,0.6039134
0.6916349,0.7832885,0.7482107,0.9708278,0.2866613,0.1503431,0.8626003,0.6127555,0.4780844,0.5614396,0.7555919,0.452528
0.4465446,0.9166807,0.4167343,0.8224726,0.7817465,0.1053284,0.3923589,0.3197198,0.5442804,0.6311277,0.8650185,0.404002
0.4741631,0.9328025,0.4497839,0.02085101,0.4538988,0.006463895,0.3373937,0.2424969,0.514373,0.524566,0.6461334,0.2903669
0.687007,0.8713079,0.361127,0.9923469,0.9067535,0.1862288,0.08255664,0.5919678,0.6189896,0.7052276,0.01452651,0.4348495
0.5708261,0.9337679,0.5387543,0.9945777,0.1589074,0.1234609,0.9639109,0.3257761,0.5632857,0.2789355,0.1891149,0.5508953
0.521677,0.8997763,0.3033828,0.1625501,0.8668742,0.268561,0.211775,0.51506,0.6540302,0.5910908,0.150411,0.3768246
0.6527769,0.6687061,0.5243733,0.0219318,0.08617154,0.6990185,0.9488341,0.2554474,0.1156736,0.3662173,0.7473899,0.3357367
0.1097668,0.6862173,0.4351768,0.9872503,0.932659,0.2340799,0.4776542,0.9133424,0.6734171,0.313957,0.4106554,0.6604453
0.5225213,0.9331381,0.4748688,0.03084167,0.6986108,0.8923696,0.144406,0.2703521,0.5466758,0.5069602,0.8398022,0.5284078
0.4799192,0.9222979,0.547026,0.01170747,0.418406,0.9902607,0.691012,0.2108345,0.4773171,0.507342,0.7038323,0.6090756
0.4508527,0.5516809,0.252434,0.9657546,0.3137628,0.2955818,0.2859757,0.8331023,0.3578676,0.4779868,0.007974382,0.2597914
0.3972902,0.7016737,0.5857338,0.02841084,0.5781179,0.8433034,0.6239189,0.1423573,0.09360085,0.2356557,0.1749433,0.4856679
0.5818944,0.9281155,0.472764,0.9649582,0.848577,0.8196913,0.1086596,0.3331088,0.5837533,0.3329051,0.1620562,0.2733818
0.4910621,0.6289581,0.3581277,0.9478677,0.2415429,0.7919496,0.261405,0.4298837,0.04024393,0.5035607,0.9848055,0.7226796
0.6275635,0.8826441,0.4929524,0.002556037,0.1314486,0.0287813,0.5143227,0.05142824,0.6004599,0.5305736,0.3755703,0.5345385
0.5337242,0.86401,0.3972234,0.9093409,0.1619217,0.7566352,0.7145233,0.04603479,0.5058303,0.4705636,0.9650816,0.4524174
0.284811,0.5436778,0.4726998,0.1543814,0.06846265,0.4639427,0.4952207,0.7508851,0.1963629,0.5786424,0.7887782,0.3892918
0.53363,0.5938683,0.6536423,0.1413932,0.4850465,0.5642045,0.8069543,0.5223694,0.08676042,0.5964446,0.7586278,0.3430927
0.5660504,0.8954172,0.4683748,0.9621574,0.09937681,0.1290881,0.569361,0.1028647,0.5982037,0.4973226,0.2168305,0.5252194
0.3704327,0.6965489,0.1621588,0.9208428,0.6884948,0.423554,0.3083957,0.7829114,0.585293,0.4990417,0.2592136,0.5701582
0.5427138,0.6372115,0.3887947,0.09686776,0.1754889,0.7166938,0.1904482,0.141387,0.02318178,0.7956115,0.3242544,0.5518872
0.510992,0.9515711,0.4931877,0.03252525,0.1815024,0.9526072,0.5859802,0.3469402,0.7259202,0.5018646,0.5833997,0.5486393
0.6993772,0.6739141,0.6517639,0.9621524,0.7154416,0.365003,0.8841121,0.5792137,0.3412229,0.2591027,0.9742191,0.5803005
0.3718515,0.5584477,0.5113675,0.9250337,0.6786463,0.5063356,0.5232644,0.6669447,0.05654634,0.5285975,0.7425712,0.6516967
0.3054716,0.7201933,0.7832203,0.05631307,0.4109344,0.7353057,0.6697251,0.7930351,0.5970278,0.3583328,0.04412886,0.405784
0.5520163,0.5657244,0.4465002,0.9398862,0.9678333,0.4751444,0.1312157,0.6835754,0.01323002,0.2234723,0.4340133,0.5659131
0.3798948,0.7153543,0.4263759,0.06528461,0.03545862,0.5197064,0.4271087,0.2008307,0.2057799,0.4602345,0.1387158,0.4558756
0.202005,0.7819868,0.4678492,0.7886941,0.9753418,0.1682624,0.4930752,0.5617958,0.4557439,0.6258162,0.6806214,0.5011485
0.1900332,0.7345108,0.6565068,0.8082721,0.2961145,0.8255387,0.589384,0.782344,0.594407,0.6338423,0.9010784,0.5295492
0.7185081,0.6050251,0.4813536,0.9518601,0.1378221,0.4251679,0.0256395,0.5892562,0.2301615,0.431887,0.2536613,0.7448658
0.7014813,0.6320218,0.8323526,0.9441272,0.2342129,0.2171692,0.8461854,0.9318357,0.6072186,0.2982025,0.2333706,0.7015263
0.6348845,0.9292531,0.5112614,0.9840367,0.4565781,0.2095607,0.9974059,0.5174348,0.7703613,0.4713113,0.1709971,0.5125292
0.3018554,0.6069481,0.2991155,0.911381,0.6284798,0.4906934,0.3747817,0.6573735,0.3061511,0.4613591,0.4663272,0.6554304
0.6190387,0.6411947,0.1334571,0.2029593,0.9413462,0.5107844,0.2018307,0.8563919,0.557537,0.310353,0.4590383,0.5348805
0.3417806,0.7795157,0.4542538,0.01547739,0.3817211,0.7906694,0.4729279,0.2098959,0.2471457,0.6064937,0.6869217,0.6634508
0.645373,0.791496,0.8060695,0.08744122,0.07084453,0.9082003,0.8115829,0.7479332,0.6175951,0.7302089,0.2068965,0.6645596
0.6337637,0.6240084,0.1554901,0.1570296,0.5279726,0.3346746,0.2049527,0.9494007,0.6404223,0.3762669,0.06998024,0.5598069
0.5056114,0.9063804,0.4971052,0.03218102,0.2963138,0.9626893,0.287893,0.1048348,0.4579722,0.5736693,0.575991,0.697971
0.4507882,0.9055729,0.4171727,0.8331352,0.5513262,0.841273,0.2900929,0.3239275,0.5195367,0.4090828,0.9946216,0.3626475
0.596172,0.8763462,0.6569903,0.9851342,0.5623877,0.9401423,0.8484369,0.3820583,0.4392849,0.2391107,0.143045,0.3446403
0.4404829,0.9008173,0.4328158,0.1577092,0.2862338,0.9511643,0.4122037,0.2669482,0.4678418,0.5853506,0.9204901,0.6670523
0.5102243,0.6347227,0.2904032,0.9470546,0.9642692,0.408414,0.2278249,0.5172551,0.2265549,0.5663716,0.1899122,0.3530937
0.3221065,0.9068258,0.4167776,0.1141459,0.312588,0.863833,0.4537694,0.5029185,0.6109697,0.6220279,0.8179802,0.6414968
0.5055168,0.8667709,0.5216805,0.9921797,0.4976816,0.3093031,0.1118903,0.1021223,0.4975812,0.7377211,0.9963984,0.268025
0.495305,0.899267,0.5336849,0.9599578,0.6424089,0.224187,0.1825455,0.1718786,0.6194883,0.4722578,0.07700679,0.5187646
0.7620648,0.683973,0.5575963,0.07240331,0.08581502,0.7156821,0.94963,0.5416549,0.3007879,0.3714719,0.7753297,0.3607404
0.347131,0.5705443,0.8085259,0.1240486,0.9060271,0.6119281,0.6662304,0.9617038,0.5850952,0.5726601,0.001540583,0.6425956
0.5558,0.8874499,0.4049985,0.9344625,0.1649207,0.08286578,0.6508197,0.1066716,0.6512534,0.4645167,0.2188449,0.5402668
0.6280366,0.8176851,0.5423161,0.895757,0.6063804,0.001161971,0.9641111,0.17331,0.2687003,0.5467978,0.7649434,0.5552512
0.715757,0.5554909,0.7615739,0.1116748,0.5963427,0.2844577,0.8443314,0.924176,0.4880836,0.348048,0.8905333,0.5041577
0.505368,0.6475163,0.3721456,0.1992877,0.0524511,0.5797044,0.2513763,0.1484776,0.04956782,0.2439287,0.3712752,0.5835685
0.3747578,0.4989983,0.5739132,0.01531168,0.5216736,0.450039,0.5777854,0.864949,0.1602682,0.4266008,0.5803247,0.3343572
0.5586849,0.8905046,0.3999349,0.9980931,0.6453827,0.1551377,0.6723058,0.08508534,0.564535,0.4823912,0.7637634,0.2521212
0.3111199,0.8010564,0.7348489,0.768161,0.3355806,0.2318886,0.6256087,0.6298549,0.5514506,0.6443383,0.1531752,0.5069517
0.5009314,0.9050297,0.3913763,0.8950137,0.2928597,0.9263461,0.7142092,0.1923197,0.7045155,0.3679005,0.2750835,0.6246791
0.6322514,0.7503444,0.3293025,0.8831065,0.8377281,0.8457816,0.6675604,0.06244001,0.8391393,0.3085421,0.9308489,0.5342916
0.4160483,0.9089401,0.4402855,0.992412,0.1497089,0.201351,0.3532836,0.324949,0.5266134,0.3886943,0.9334325,0.6998709
0.6126986,0.6873589,0.5544835,0.1626351,0.7054324,0.5921512,0.9508781,0.08785663,0.1133503,0.3886277,0.3252854,0.4603015
0.5623606,0.9045548,0.5439503,0.008107956,0.91983,0.01246846,0.4062975,0.07624008,0.5403001,0.5817888,0.4782799,0.4383949
0.5309837,0.8545765,0.5772268,0.003888816,0.7669891,0.9857634,0.8138868,0.122388,0.3116539,0.5055172,0.7924452,0.7243873
0.5713803,0.6280152,0.5773426,0.05600227,0.1361398,0.3071224,0.9149203,0.3087228,0.05008088,0.3905475,0.09646317,0.6838285
0.4031714,0.8955306,0.570616,0.9218969,0.1857388,0.1162574,0.5980477,0.2395009,0.4379,0.374726,0.5148888,0.6615909
0.4255168,0.8030257,0.628667,0.9911918,0.3285838,0.9973958,0.6680412,0.237729,0.2536875,0.5041394,0.9570001,0.5803854
0.557861,0.6079062,0.7245013,0.06898025,0.2642202,0.3848005,0.8006812,0.5743533,0.2076891,0.6090537,0.6507695,0.4046737
0.2728961,0.7914699,0.7671161,0.9722635,0.6135074,0.8765801,0.637601,0.7624784,0.6341062,0.4970554,0.6654238,0.7337746
0.3512772,0.6636539,0.4553558,0.9139376,0.530257,0.6106328,0.455788,0.2315964,0.1195742,0.4501449,0.4631472,0.7357926
0.4178048,0.750878,0.6737677,0.9910614,0.8394831,0.8561783,0.6594588,0.3362505,0.2334613,0.4223761,0.9383143,0.3254483
0.3127109,0.846876,0.6694254,0.7958238,0.2814481,0.146605,0.6077445,0.4768556,0.4919203,0.62383,0.364342,0.5127065
0.5282559,0.524013,0.5629132,0.8244488,0.4376118,0.4697278,0.7701339,0.9969218,0.0867718,0.6660473,0.3130895,0.2557583
0.2812447,0.7413486,0.753724,0.9592129,0.2137381,0.2479431,0.6286771,0.6556457,0.4824979,0.3777028,0.6595538,0.6190693
0.4894511,0.92869,0.5239021,0.07805812,0.01121909,0.06808478,0.2922291,0.1929904,0.5574505,0.7284368,0.270018,0.4049734
